percentage,ML,outlier,imputation,r2
10,clf,iforest,none,0.8960606060606061
10,reg,z,none,0.7843188727235149
10,reg,lof,none,0.8123412665361417
10,reg,iforest,none,0.8101516729402224
10,clf,z,none,0.8760606060606061
10,clf,lof,none,0.8884848484848484
10,clf,iforest,none,0.8863636363636365
10,reg,z,none,0.8039550714301
10,reg,lof,none,0.8257202619311101
10,reg,iforest,none,0.8187362140499093
10,clf,z,none,0.8836363636363637
10,clf,lof,none,0.8909090909090909
10,clf,iforest,none,0.8951515151515151
10,reg,z,none,0.7965359251961899
10,reg,lof,none,0.8257325873744559
10,reg,iforest,none,0.819950376425445
10,clf,z,none,0.8881818181818182
10,clf,lof,none,0.9015151515151516
10,clf,iforest,none,0.8921212121212121
10,reg,z,none,0.7965338216135135
10,reg,lof,none,0.8278551464952645
10,reg,iforest,none,0.8194643928495756
10,clf,z,none,0.8833333333333333
10,clf,lof,none,0.8993939393939394
10,clf,iforest,none,0.8915151515151515
10,reg,z,none,0.7990991548914488
10,reg,lof,none,0.8303038015851961
10,reg,iforest,none,0.826212847157118
10,clf,z,none,0.8766666666666667
10,clf,lof,none,0.8912121212121212
10,clf,iforest,none,0.8933333333333333
20,reg,z,none,0.7397234122070299
20,reg,lof,none,0.7898384410578312
20,reg,iforest,none,0.785789709100581
20,clf,z,none,0.8603030303030303
20,clf,lof,none,0.8709090909090909
20,clf,iforest,none,0.8721212121212121
20,reg,z,none,0.7256040105406383
20,reg,lof,none,0.7799392909132653
20,reg,iforest,none,0.7622830669748006
20,clf,z,none,0.8651515151515152
20,clf,lof,none,0.8803030303030304
20,clf,iforest,none,0.8754545454545456
20,reg,z,none,0.724578240171942
20,reg,lof,none,0.7890201751749122
20,reg,iforest,none,0.7656059213918084
20,clf,z,none,0.858181818181818
20,clf,lof,none,0.8712121212121212
20,clf,iforest,none,0.8727272727272727
20,reg,z,none,0.7141737605036711
20,reg,lof,none,0.7770901817168925
20,reg,iforest,none,0.766251774522669
20,clf,z,none,0.8587878787878787
20,clf,lof,none,0.8818181818181818
20,clf,iforest,none,0.8718181818181818
20,reg,z,none,0.7154252974305488
20,reg,lof,none,0.7748944697033677
20,reg,iforest,none,0.7704809490593193
20,clf,z,none,0.8536363636363635
20,clf,lof,none,0.8736363636363637
20,clf,iforest,none,0.873030303030303
20,reg,z,none,0.7365033506830811
20,reg,lof,none,0.7886062645732139
20,reg,iforest,none,0.7741777595938534
20,clf,z,none,0.8633333333333333
20,clf,lof,none,0.8806060606060606
20,clf,iforest,none,0.8727272727272727
20,reg,z,none,0.7136870959100716
20,reg,iforest,none,0.7708120693802808
20,clf,z,none,0.8557575757575757
20,clf,lof,none,0.8733333333333333
20,clf,iforest,none,0.8760606060606061
20,reg,z,none,0.7237254421497747
20,reg,lof,none,0.7821307113270206
20,reg,iforest,none,0.7777475566294261
20,clf,z,none,0.8663636363636363
20,clf,lof,none,0.8787878787878788
20,clf,iforest,none,0.8787878787878788
30,reg,z,none,0.6489086892706749
30,reg,lof,none,0.7446329459692098
30,reg,iforest,none,0.7278878303298053
30,clf,z,none,0.8366666666666667
30,clf,lof,none,0.8660606060606061
30,clf,iforest,none,0.8575757575757575
30,reg,z,none,0.6575794557570389
30,reg,lof,none,0.7387004622064715
30,reg,iforest,none,0.7343331173963327
30,clf,z,none,0.8390909090909091
30,clf,lof,none,0.866969696969697
30,clf,iforest,none,0.8593939393939394
30,reg,z,none,0.6664662395547611
30,reg,lof,none,0.7498565965005879
30,reg,iforest,none,0.7439094481297318
30,clf,z,none,0.8378787878787879
30,clf,lof,none,0.8648484848484849
30,clf,iforest,none,0.8703030303030304
30,reg,z,none,0.6500059944424327
30,reg,lof,none,0.7396223882536681
30,reg,iforest,none,0.7304812086368684
30,clf,z,none,0.8293939393939394
30,clf,lof,none,0.858181818181818
30,clf,iforest,none,0.8515151515151516
30,reg,z,none,0.6546659307203296
30,reg,lof,none,0.7329151745482594
30,reg,iforest,none,0.7309549325937652
30,clf,z,none,0.8390909090909091
30,clf,lof,none,0.8606060606060605
30,clf,iforest,none,0.8542424242424242
30,reg,z,none,0.6350038745280164
30,reg,lof,none,0.7337953243922688
30,reg,iforest,none,0.7265971913667525
30,clf,z,none,0.8254545454545454
30,clf,lof,none,0.8527272727272728
30,clf,iforest,none,0.853030303030303
30,reg,z,none,0.6556653184724783
30,reg,lof,none,0.7332594631398248
30,reg,iforest,none,0.7209740947830061
30,clf,z,none,0.8427272727272728
30,clf,lof,none,0.8612121212121212
30,clf,iforest,none,0.8596969696969697
30,reg,z,none,0.6686048452333457
30,reg,lof,none,0.7532715465750044
30,reg,iforest,none,0.7423073340098796
30,clf,z,none,0.8381818181818181
30,clf,lof,none,0.8633333333333333
30,clf,iforest,none,0.8566666666666667
40,reg,z,none,0.6022548557450556
40,reg,lof,none,0.7234897768432262
40,reg,iforest,none,0.7041524067025173
40,clf,z,none,0.813030303030303
40,clf,lof,none,0.8475757575757575
40,clf,iforest,none,0.8378787878787879
40,reg,z,none,0.5856332748946976
40,reg,lof,none,0.7119117766136906
40,reg,iforest,none,0.7035252127694425
40,clf,z,none,0.8051515151515152
40,clf,lof,none,0.853030303030303
40,clf,iforest,none,0.8442424242424243
40,reg,z,none,0.589393854739116
40,reg,lof,none,0.7040030957870558
40,reg,iforest,none,0.703431804607785
40,clf,z,none,0.8181818181818182
40,clf,lof,none,0.8493939393939394
40,clf,iforest,none,0.8503030303030303
40,reg,z,none,0.5879957796452495
40,reg,lof,none,0.7210081145535896
40,reg,iforest,none,0.700995881965033
40,clf,z,none,0.8075757575757576
40,clf,lof,none,0.8515151515151516
40,clf,iforest,none,0.843939393939394
40,reg,z,none,0.5937306820484818
40,reg,lof,none,0.7125776780935128
40,reg,iforest,none,0.7002452528046468
40,clf,z,none,0.8115151515151515
40,clf,lof,none,0.8557575757575757
40,clf,iforest,none,0.843939393939394
40,reg,z,none,0.580366090970771
40,reg,lof,none,0.7095842091152817
40,reg,iforest,none,0.7115072402675996
40,clf,z,none,0.8142424242424243
40,clf,lof,none,0.8542424242424242
40,clf,iforest,none,0.8545454545454545
40,reg,z,none,0.5846065062738384
40,reg,lof,none,0.7101014151756457
40,reg,iforest,none,0.6929888719374669
40,clf,z,none,0.8118181818181818
40,clf,lof,none,0.850909090909091
40,clf,iforest,none,0.8393939393939394
40,reg,z,none,0.5947070072177691
40,reg,lof,none,0.7096090149310739
40,reg,iforest,none,0.694164606433207
40,clf,z,none,0.8142424242424243
40,clf,lof,none,0.8484848484848486
40,clf,iforest,none,0.8387878787878786
50,reg,z,none,0.5379713014599283
50,reg,lof,none,0.6780357048415189
50,reg,iforest,none,0.6745257461683507
50,clf,z,none,0.7921212121212121
50,clf,lof,none,0.8387878787878786
50,clf,iforest,none,0.8396969696969697
50,reg,z,none,0.5334405344259755
50,reg,lof,none,0.6866312511161845
50,reg,iforest,none,0.6893199609837806
50,clf,z,none,0.7921212121212121
50,clf,lof,none,0.8424242424242424
50,clf,iforest,none,0.8399999999999999
50,reg,z,none,0.5197697582321676
50,reg,lof,none,0.6817666020758446
50,reg,iforest,none,0.6694926605591182
50,clf,z,none,0.7909090909090909
50,clf,lof,none,0.8348484848484848
50,clf,iforest,none,0.8287878787878787
50,reg,z,none,0.5338963643299448
50,reg,lof,none,0.6836313725795461
50,reg,iforest,none,0.6788970550729685
50,clf,z,none,0.7981818181818182
50,clf,lof,none,0.8315151515151515
50,clf,iforest,none,0.8327272727272728
50,reg,z,none,0.5190270051629962
50,reg,lof,none,0.6753132739208167
50,reg,iforest,none,0.6505934033781315
50,clf,z,none,0.7927272727272727
50,clf,lof,none,0.8321212121212122
50,clf,iforest,none,0.8290909090909091
50,reg,z,none,0.5486731248042193
50,reg,lof,none,0.7005537570958459
50,reg,iforest,none,0.6776251584194829
50,clf,z,none,0.8012121212121213
50,clf,lof,none,0.8496969696969697
50,clf,iforest,none,0.8363636363636363
50,reg,z,none,0.5313636131844433
50,reg,lof,none,0.6861720167838556
50,reg,iforest,none,0.6824970417382711
50,clf,z,none,0.7945454545454546
50,clf,lof,none,0.8421212121212122
50,clf,iforest,none,0.8381818181818181
50,reg,z,none,0.5260026917268625
50,reg,lof,none,0.6893265038523925
50,reg,iforest,none,0.6817249318181224
50,clf,z,none,0.7945454545454546
50,clf,lof,none,0.8357575757575758
50,clf,iforest,none,0.8342424242424242
